tested_ids,most_possible_action,most_possible_action_cf,second_possible_action,second_possible_action_cf,third_possible_action,third_possible_action_cf,ground_truth_action
393,ActionClose-books_7,0.9,ActionWait,0.5,ActionFollowPointing,0.1,"agent_1-actionmoveto-[-406.0, -70.00000000000011]"
394,ActionPointTo-box_8,0.9,ActionWait,0.5,ActionWaveHand,0.1,agent_1-actionopen-box_8
395,ActionNodHead-agent_2,0.9,ActionPutInto-shelf_6-box_8,0.5,ActionPointTo-books_7,0.1,agent_1-actionspeak-hello!
396,ActionObserveAgent-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionObserveAgent-agent_2,0.1,"agent_1-actionmoveto-[-196.0, 154.0]"
397,ActionEat-shelf_6,0.9,ActionWait,0.5,ActionSmash-cup_3,0.1,"agent_1-actionmoveto-[-14.0, -210.0]"
398,ActionShakeHead-agent_2,0.9,ActionPerform-drink,0.5,ActionWaveHand-agent_2,0.1,"agent_1-actionmoveto-[322.0, -294.0]"
399,ActionRotateTo-shelf_6,0.9,ActionGrab-shelf_6,0.5,ActionOpen-cup_3,0.1,agent_1-actionmoveto-shelf_6
400,ActionObserveAgent-agent_2,0.9,ActionEat-shelf_6,0.5,ActionRotateTo-shelf_6,0.1,agent_1-actionopen-shelf_6
401,ActionGrab-box_4,0.9,ActionWait,0.5,ActionGiveTo-key_5,0.1,agent_2-actionmoveto-key_5
402,ActionPutDown-key_5,0.9,ActionObserveAgent-agent_1,0.5,ActionRotateTo-key_5,0.1,agent_2-actiongrab-key_5
403,ActionPlay-key_5-agent_1,0.9,ActionGiveTo-box_4-agent_1,0.5,ActionWaveHand-agent_1,0.1,agent_2-actionmoveto-box_4
404,ActionObserveAgent-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionPutInto-timer_3-timer_3,0.1,agent_2-actiongrab-key_5
405,ActionEat-box_4,0.9,ActionGiveTo-key_5-agent_1,0.5,ActionOpen-key_5,0.1,agent_2-actionunlock-box_4
406,ActionGrab-box_4,0.9,ActionPointTo-key_5,0.5,ActionSpeak-Hello!,0.1,agent_2-actiongrab-timer_3
407,ActionMoveTo-agent_2,0.9,ActionPutDown,0.5,ActionSmash,0.1,agent_1-actionperform-drink
408,ActionPutInto-dumbbell_3-dumbbell_3,0.9,ActionOpen-dumbbell_3,0.5,ActionRotateTo-dumbbell_3,0.1,agent_1-actionmoveto-dumbbell_3
409,ActionPutInto-dumbbell_3-dumbbell_3,0.9,ActionPlay-dumbbell_3-agent_2,0.5,ActionGrab-dumbbell_3,0.1,agent_1-actiongrab-dumbbell_3
410,ActionSpeak-Hello!,0.9,ActionPointTo-dumbbell_3,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-agent_2
411,ActionWaveHand-agent_2,0.9,ActionUnlock-dumbbell_3-dumbbell_3,0.5,ActionEat-dumbbell_3,0.1,agent_1-actionspeak-hello!
412,ActionWaveHand-agent_2,0.9,ActionPerform-eat,0.5,ActionNodHead-agent_2,0.1,"agent_1-actionmoveto-[406.0, -448.0]"
413,ActionGiveTo-dumbbell_3-agent_2,0.9,ActionNodHead-agent_2,0.5,ActionPutOnto-dumbbell_3-box_6,0.1,agent_1-actionspeak-thank you!
414,ActionClose-dumbbell_3,0.9,ActionPutInto-box_6-box_5,0.5,ActionMoveTo-dumbbell_3,0.1,agent_1-actionmoveto-box_6
415,ActionRotateTo-dumbbell_3,0.9,ActionUnlock-dumbbell_3-box_5,0.5,ActionSpeak-Hello!,0.1,agent_1-actionpointto-agent_2
416,ActionClose-box_4,0.9,ActionUnlock-key_5-key_5,0.5,ActionOpen-timer_3,0.1,agent_2-actionwait
417,ActionOpen-key_5,0.9,ActionMoveToAttention-agent_1,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwait
418,ActionShakeHead-agent_1,0.9,ActionPointTo-key_5,0.5,ActionPlay-box_4-agent_1,0.1,agent_2-actionwait
419,ActionShakeHead-agent_1,0.9,ActionUnlock-timer_3-key_5,0.5,ActionPutInto-box_4-key_5,0.1,agent_2-actionwait
420,ActionPointTo-box_4,0.9,ActionGiveTo-timer_3-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-timer_3
421,ActionPutInto-timer_3-timer_3,0.9,ActionPutDown-timer_3,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionopen-box_4
422,ActionShakeHead-agent_2,0.9,ActionNodHead-agent_2,0.5,ActionGiveTo-timer_3-agent_2,0.1,agent_1-actiongrab-timer_3
423,ActionRotateTo-timer_3,0.9,ActionGiveTo-timer_3-agent_2,0.5,ActionPointTo-timer_3,0.1,agent_1-actionmoveto-agent_2
424,ActionOpen-timer_3,0.9,ActionGiveTo-timer_3-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actiongiveto-timer_3
425,ActionSmash-box_4,0.9,ActionPutInto-box_4-box_4,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionmoveto-key_5
426,ActionGrab-box_4,0.9,ActionGrab-key_5,0.5,ActionSmash-box_4,0.1,agent_2-actionmoveto-box_4
427,ActionPutOnto-key_3-key_5,0.9,ActionPutOnto-box_4-box_4,0.5,ActionPutInto-key_5-box_4,0.1,agent_2-actionspeak-hello!
428,ActionClose-key_5,0.9,ActionUnlock-key_3-box_4,0.5,ActionPointTo-agent_1,0.1,agent_2-actionmoveto-agent_1
429,ActionPutOnto,0.9,ActionMoveTo-agent_2,0.5,ActionSmash,0.1,agent_1-actionrotateto-agent_2
430,ActionFollowPointing-agent_2,0.9,ActionUnlock-box_7-books_5,0.5,ActionObserveAgent-agent_2,0.1,agent_1-actionmoveto-agent_2
431,ActionWait,0.9,ActionUnlock-box_7-cup_6,0.5,ActionMoveToAttention-agent_2,0.1,"agent_1-actionrotateto-[-392.0, -14.0]"
432,ActionSpeak-Hello!,0.9,ActionShakeHead,0.5,ActionGrab-key_3,0.1,agent_1-actiongrab-key_3
433,ActionWait,0.9,ActionWaveHand,0.5,ActionPutOnto-key_3-key_3,0.1,agent_1-actionmoveto-box_4
434,ActionPutInto-key_3-key_3,0.9,ActionOpen-key_3,0.5,ActionShakeHead,0.1,agent_1-actionunlock-box_4
435,ActionPutInto-key_3-box_4,0.9,ActionSpeak-Hello!,0.5,ActionMoveToAttention,0.1,agent_1-actionopen-box_4
436,ActionPutOnto-box_4-box_4,0.9,ActionPointTo-box_4,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionopen-box_4
437,ActionOpen-box_4,0.9,ActionSmash-cup_6,0.5,ActionWait,0.1,agent_2-actiongrab-cup_6
438,ActionPutDown-box_5,0.9,ActionObserveAgent-agent_1,0.5,ActionOpen-key_3,0.1,agent_2-actionmoveto-table_7
439,ActionPutInto-box_5-key_3,0.9,ActionSpeak-Hello!,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionputonto-cup_6
440,ActionPutOnto-cup_6-key_3,0.9,ActionPerform-eat,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwait
441,ActionMoveToAttention-agent_1,0.9,ActionPerform-eat,0.5,ActionWait,0.1,agent_2-actionmoveto-agent_1
442,ActionPointTo-key_3,0.9,ActionPutInto-box_4-box_4,0.5,ActionPerform-drink,0.1,agent_2-actiongrab-key_3
443,ActionSmash-key_3,0.9,ActionPointTo-box_4,0.5,ActionPutDown-table_7,0.1,agent_2-actionmoveto-box_4
444,ActionRotateTo-box_4,0.9,ActionMoveToAttention-agent_1,0.5,ActionPutDown-key_3,0.1,agent_2-actionputinto-key_3
445,ActionFollowPointing-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionpointto-box_4
446,ActionPlay-box_5-agent_1,0.9,ActionClose-box_5,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionspeak-hello!
447,ActionGrab-chess_3,0.9,ActionUnlock-box_4-box_5,0.5,ActionPutOnto-box_5-box_4,0.1,agent_2-actionmoveto-box_4
448,ActionMoveTo-chess_3,0.9,ActionPutInto-chess_3-box_4,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionpointto-chess_3
449,ActionRotateTo-box_5,0.9,ActionPutInto-chess_3-chess_3,0.5,ActionObserveAgent-agent_1,0.1,agent_2-actionpointto-box_5
450,ActionWait,0.9,ActionShakeHead-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionrotateto-agent_1
451,ActionPutOnto-box_4-chess_3,0.9,ActionPutInto-box_5-chess_3,0.5,ActionShakeHead-agent_1,0.1,agent_2-actiongrab-chess_3
452,ActionEat-chess_3,0.9,ActionShakeHead-agent_1,0.5,ActionPutOnto-chess_3-chess_3,0.1,agent_2-actiongiveto-chess_3
453,ActionMoveTo-chess_3,0.9,ActionClose-box_5,0.5,ActionPerform-drink,0.1,agent_2-actionpointto-box_5
454,ActionFollowPointing-agent_1,0.9,ActionPutInto-chess_3-box_5,0.5,ActionPerform-eat,0.1,agent_2-actionpointto-agent_1
455,ActionRotateTo-box_4,0.9,ActionShakeHead-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionwait
456,ActionNodHead-agent_1,0.9,ActionPutOnto-cup_5-cup_5,0.5,ActionSmash-box_4,0.1,"agent_2-actionmoveto-[-476.0, 307.99999999999994]"
457,ActionWait,0.9,ActionOpen-cup_5,0.5,ActionMoveToAttention-agent_1,0.1,"agent_2-actionmoveto-[-392.0, -420.0]"
458,ActionEat-key_3,0.9,ActionMoveTo-cup_5,0.5,ActionSpeak-Hello!,0.1,"agent_2-actionmoveto-[364.0, -336.0]"
459,ActionRotateTo-XY,0.9,ActionMoveTo-agent_1,0.5,ActionObserveAgent-agent_1,0.1,"agent_2-actionmoveto-[364.0, 28.0]"
460,ActionPlay-box_4-agent_1,0.9,ActionMoveTo-agent_1,0.5,ActionPlay-cup_5-agent_1,0.1,agent_2-actionmoveto-box_4
461,ActionPlay-box_4-agent_1,0.9,ActionSmash-banana_6,0.5,ActionPointTo-cup_5,0.1,agent_2-actiongrab-box_4
462,ActionSmash-box_4,0.9,ActionWaveHand-agent_1,0.5,ActionGiveTo-box_4-agent_1,0.1,agent_2-actionmoveto-key_3
463,ActionSmash-cup_5,0.9,ActionShakeHead-agent_1,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionmoveto-agent_1
464,ActionMoveTo-XY,0.9,ActionWaveHand,0.5,ActionPutOnto,0.1,agent_2-actionwavehand
465,ActionOpen-chess_5,0.9,ActionFollowPointing,0.5,ActionPutInto-box_6-chess_8,0.1,agent_2-actionrotateto-agent_1
466,ActionNodHead,0.9,ActionWait,0.5,ActionNodHead,0.1,agent_2-actionspeak-hello!
467,ActionPutInto-books_3-chess_5,0.9,ActionSmash-box_6,0.5,ActionFollowPointing,0.1,"agent_2-actionrotateto-[196.0, -322.0]"
468,ActionGrab-box_6,0.9,ActionPutInto-chess_8-key_7,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionrotateto-books_3
469,ActionFollowPointing-agent_1,0.9,ActionGrab-key_7,0.5,ActionFollowPointing-agent_1,0.1,"agent_2-actionrotateto-[0.0, 56.0]"
470,ActionOpen-key_7,0.9,ActionPlay-key_7-agent_1,0.5,ActionUnlock-table_4-box_6,0.1,agent_2-actionspeak-hello!
471,ActionUnlock-box_6-chess_8,0.9,ActionPutInto-chess_8-key_7,0.5,ActionFollowPointing-agent_1,0.1,agent_2-actionwavehand
472,ActionWait,0.9,ActionWaveHand-agent_1,0.5,ActionEat-books_3,0.1,agent_2-actionrotateto-books_3
473,ActionSpeak-Hello!,0.9,ActionClose-box_6,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionmoveto-books_3
474,ActionRotateTo-chess_5,0.9,ActionMoveToAttention,0.5,ActionSmash-box_4,0.1,agent_1-actionmoveto-box_4
475,ActionShakeHead-agent_1,0.9,ActionMoveTo-XY,0.5,ActionGiveTo-agent_1,0.1,"agent_2-actionrotateto-[28.0, 28.0]"
476,ActionWait,0.9,ActionMoveToAttention-agent_1,0.5,ActionGiveTo-cup_3-agent_1,0.1,agent_2-actionmoveto-chess_4
477,ActionRotateTo-agent_1,0.9,ActionUnlock-banana_6-chess_4,0.5,ActionPutInto-banana_6-banana_6,0.1,agent_2-actiongrab-chess_4
478,ActionPointTo-banana_6,0.9,ActionMoveToAttention-agent_1,0.5,ActionPutOnto-banana_6-chess_4,0.1,agent_2-actionmovetoattention-agent_1
479,ActionSmash-cup_3,0.9,ActionUnlock-banana_6-chess_4,0.5,ActionUnlock-banana_6-chess_4,0.1,agent_2-actionputdown-chess_4
480,ActionRotateTo-chess_4,0.9,ActionEat-chess_4,0.5,ActionGiveTo-chess_4-agent_1,0.1,agent_2-actionmoveto-agent_1
481,ActionWaveHand-agent_1,0.9,ActionWait,0.5,ActionPutInto-chess_4-chess_4,0.1,"agent_2-actionrotateto-[-307.99999999999994, -602.0]"
482,ActionFollowPointing-agent_1,0.9,ActionWait,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionmoveto-agent_1
483,ActionOpen-banana_6,0.9,ActionPerform-drink,0.5,ActionPlay-chess_4-agent_1,0.1,"agent_2-actionrotateto-[-658.0, -518.0]"
484,ActionShakeHead-agent_1,0.9,ActionUnlock-chess_4-chess_4,0.5,ActionShakeHead-agent_1,0.1,agent_2-actionpointto-banana_6
485,ActionClose-box_5,0.9,ActionMoveToAttention-agent_1,0.5,ActionOpen-key_3,0.1,agent_2-actionopen-box_5
486,ActionClose-key_3,0.9,ActionShakeHead-agent_1,0.5,ActionPlay-key_3-agent_1,0.1,agent_2-actiongrab-key_3
487,ActionWaveHand-agent_1,0.9,ActionWaveHand-agent_1,0.5,ActionPerform-eat,0.1,"agent_2-actionrotateto-[308.0, 126.0]"
488,ActionSmash-shelf_4,0.9,ActionClose-key_3,0.5,ActionPutInto-box_5-key_3,0.1,agent_2-actionputinto-key_3
489,ActionClose-key_3,0.9,ActionNodHead-agent_1,0.5,ActionWaveHand-agent_1,0.1,agent_2-actiongrab-key_3
490,ActionSpeak-Hello!,0.9,ActionPutOnto-shelf_4-key_3,0.5,ActionSpeak-Thank you!,0.1,agent_2-actionmoveto-shelf_4
491,ActionGiveTo-shelf_4-agent_1,0.9,ActionPutOnto-shelf_4-key_3,0.5,ActionPutOnto-key_3-shelf_4,0.1,agent_2-actionopen-shelf_4
492,ActionPutOnto-shelf_4-shelf_4,0.9,ActionGiveTo-key_3-agent_1,0.5,ActionSpeak-Hello!,0.1,agent_2-actionputinto-key_3
493,ActionUnlock-box_7-dumbbell_3,0.9,ActionOpen-dumbbell_3,0.5,ActionPutOnto-key_8-table_6,0.1,agent_1-actionspeak-hello!
494,ActionNodHead-agent_2,0.9,ActionMoveTo-dumbbell_3,0.5,ActionPointTo-key_8,0.1,agent_1-actionmoveto-key_8
495,ActionMoveToAttention-agent_2,0.9,ActionPutInto-key_8-key_8,0.5,ActionNodHead-agent_2,0.1,agent_1-actiongrab-key_8
496,ActionPutOnto-key_8-box_7,0.9,ActionPlay-key_8-agent_2,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionmoveto-box_7
497,ActionGiveTo-dumbbell_3-agent_2,0.9,ActionPointTo-key_8,0.5,ActionPerform-drink,0.1,agent_1-actionunlock-box_7
498,ActionShakeHead-agent_2,0.9,ActionPerform-eat,0.5,ActionPerform-eat,0.1,agent_1-actionshakehead
499,ActionFollowPointing-agent_2,0.9,ActionWaveHand-agent_2,0.5,ActionSpeak-Hello!,0.1,agent_1-actionmoveto-key_10
500,ActionSmash-box_7,0.9,ActionMoveTo-dumbbell_9,0.5,ActionSpeak-Thank you!,0.1,agent_1-actiongrab-key_10
501,ActionGiveTo-shelf_4-agent_2,0.9,ActionOpen-dumbbell_9,0.5,ActionEat-shelf_4,0.1,agent_1-actionmoveto-shelf_4
502,ActionGiveTo-shelf_4-agent_2,0.9,ActionPutDown-key_8,0.5,ActionOpen-box_7,0.1,agent_1-actionopen-shelf_4
503,ActionPerform-drink,0.9,ActionPlay-table_6,0.5,ActionPointTo-table_6,0.1,"agent_1-actionmoveto-[-700.0, 392.0]"
504,ActionPointTo-table_6,0.9,ActionMoveTo-key_5,0.5,ActionPutOnto-key_5-table_6,0.1,"agent_1-actionrotateto-[-574.0, 140.0]"
505,ActionPutOnto-shelf_7-table_6,0.9,ActionPointTo-table_6,0.5,ActionSpeak-Thank you!,0.1,"agent_1-actionrotateto-[-406.0, 406.0]"
506,ActionGrab-table_6,0.9,ActionWaveHand-agent_2,0.5,ActionSpeak-Thank you!,0.1,"agent_1-actionrotateto-[140.0, -154.0]"
507,ActionPointTo-agent_2,0.9,ActionPerform-eat,0.5,ActionMoveTo-agent_2,0.1,"agent_1-actionmoveto-[700.0, -700.0]"
508,ActionShakeHead-agent_2,0.9,ActionMoveToAttention-agent_2,0.5,ActionPointTo-box_4,0.1,"agent_1-actionrotateto-[546.0, -504.0]"
509,ActionWaveHand-agent_2,0.9,ActionPutInto-key_5-key_5,0.5,ActionWait,0.1,"agent_1-actionrotateto-[322.0, -658.0]"
510,ActionMoveToAttention-agent_2,0.9,ActionGiveTo-box_4-agent_2,0.5,ActionWait,0.1,agent_1-actionmoveto-box_4
511,ActionSmash-shelf_7,0.9,ActionEat-table_6,0.5,ActionMoveTo-table_6,0.1,agent_1-actiongrab-box_4
512,ActionEat-box_4,0.9,ActionPutDown-table_6,0.5,ActionPointTo-key_5,0.1,agent_1-actionmoveto-table_6
513,ActionNodHead-agent_2,0.9,ActionWait,0.5,ActionPointTo-chess_8,0.1,"agent_1-actionrotateto-[-560.0, -602.0]"
514,ActionObserveAgent-agent_2,0.9,ActionMoveTo-agent_2,0.5,ActionUnlock-key_7-table_4,0.1,"agent_1-actionrotateto-[-532.0, -238.0]"
515,ActionMoveTo-table_4,0.9,ActionGiveTo-table_4-agent_2,0.5,ActionWait,0.1,"agent_1-actionmoveto-[700.0, 700.0]"
516,ActionClose-books_3,0.9,ActionPointTo-agent_2,0.5,ActionEat-table_4,0.1,"agent_1-actionrotateto-[28.0, -672.0]"
517,ActionPerform-eat,0.9,ActionMoveTo-key_7,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionrotateto-books_3
518,ActionPointTo-agent_2,0.9,ActionGiveTo-chess_8-agent_2,0.5,ActionPlay-chess_8-agent_2,0.1,agent_1-actionmovetoattention-agent_2
519,ActionPerform-eat,0.9,ActionObserveAgent-agent_2,0.5,ActionWait,0.1,agent_1-actionspeak-hello!
520,ActionOpen-chess_8,0.9,ActionWait,0.5,ActionSpeak-Thank you!,0.1,agent_1-actionmoveto-key_7
521,ActionClose-chess_8,0.9,ActionPointTo-table_4,0.5,ActionPutOnto-key_7-chess_8,0.1,agent_1-actiongrab-key_7
522,ActionNodHead-agent_1,0.9,ActionPutOnto-dumbbell_3-dumbbell_9,0.5,ActionGiveTo-box_7-agent_1,0.1,agent_2-actionpointto-dumbbell_3
523,ActionSpeak-Hello!,0.9,ActionShakeHead-agent_1,0.5,ActionPerform-eat,0.1,agent_2-actionmoveto-key_8
524,ActionGrab-cup_5,0.9,ActionGiveTo-dumbbell_3-agent_1,0.5,ActionPlay-box_7-agent_1,0.1,agent_2-actionmoveto-agent_1
525,ActionFollowPointing-agent_1,0.9,ActionPutDown-table_6,0.5,ActionWait,0.1,agent_2-actionmoveto-box_7
526,ActionPointTo-agent_1,0.9,ActionPointTo-dumbbell_3,0.5,ActionRotateTo-cup_5,0.1,agent_2-actiongrab-box_7
527,ActionWait,0.9,ActionSpeak-Thank you!,0.5,ActionGiveTo-key_10-agent_1,0.1,agent_2-actionmoveto-table_6
528,ActionPutInto-cup_5-table_6,0.9,ActionGiveTo-dumbbell_3-agent_1,0.5,ActionOpen-dumbbell_9,0.1,agent_2-actionputdown-box_7
529,ActionEat-dumbbell_9,0.9,ActionPerform-drink,0.5,ActionOpen-box_7,0.1,"agent_2-actionrotateto-[-322.0, -392.0]"
530,ActionSpeak-Thank you!,0.9,ActionFollowPointing-agent_1,0.5,ActionClose-shelf_4,0.1,agent_2-actionrotateto-agent_1
531,ActionWaveHand-agent_2,0.9,ActionFollowPointing-agent_2,0.5,ActionMoveToAttention-agent_2,0.1,agent_1-actionmoveto-agent_2
532,ActionWait,0.9,ActionPutInto-box_5-box_5,0.5,ActionSmash-key_6,0.1,agent_1-actionfollowpointing-agent_2
533,ActionWait,0.9,ActionWaveHand-agent_2,0.5,ActionPutInto-key_6-key_6,0.1,agent_1-actionmoveto-key_6
534,ActionGrab-key_6,0.9,ActionObserveAgent-agent_2,0.5,ActionClose-box_5,0.1,agent_1-actionrotateto-agent_2
535,ActionMoveTo-dumbbell_3,0.9,ActionSpeak-Thank you!,0.5,ActionGiveTo-dumbbell_3-agent_2,0.1,agent_1-actiongrab-key_6
536,ActionMoveToAttention-agent_2,0.9,ActionUnlock-box_5-key_6,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionmoveto-box_5
537,ActionRotateTo-agent_2,0.9,ActionWaveHand-agent_2,0.5,ActionOpen-box_5,0.1,agent_1-actionunlock-box_5
538,ActionSmash-key_6,0.9,ActionPutOnto-box_5-key_6,0.5,ActionMoveTo-key_6,0.1,agent_1-actionopen-box_5
539,ActionSpeak-Hello!,0.9,ActionWaveHand-agent_2,0.5,ActionOpen-box_4,0.1,agent_1-actionshakehead
540,ActionRotateTo-agent_2,0.9,ActionShakeHead-agent_2,0.5,ActionShakeHead-agent_2,0.1,agent_1-actionopen-box_4
541,ActionGrab-shelf_5,0.9,ActionOpen-shelf_5,0.5,ActionPutOnto-shelf_5-shelf_5,0.1,agent_2-actionshakehead
542,ActionWaveHand-agent_1,0.9,ActionGrab-shelf_5,0.5,ActionPerform-eat,0.1,agent_2-actionspeak-hello!
543,ActionPutDown-timer_6,0.9,ActionPutInto-timer_6-shelf_5,0.5,ActionNodHead-agent_1,0.1,agent_2-actionmoveto-agent_1
544,ActionUnlock-shelf_5-shelf_5,0.9,ActionClose-timer_3,0.5,ActionPutDown-timer_3,0.1,agent_2-actionmoveto-timer_6
545,ActionNodHead-agent_1,0.9,ActionObserveAgent-agent_1,0.5,ActionMoveToAttention-agent_1,0.1,agent_2-actionspeak-hello!
546,ActionPutInto-timer_3-timer_6,0.9,ActionSmash-timer_3,0.5,ActionPutOnto-shelf_5-shelf_5,0.1,"agent_2-actionmoveto-[-672.0, -644.0]"
547,ActionNodHead-agent_1,0.9,ActionNodHead-agent_1,0.5,ActionPointTo-timer_6,0.1,"agent_2-actionrotateto-[378.0, -518.0]"
548,ActionGiveTo-timer_3-agent_1,0.9,ActionRotateTo-agent_1,0.5,ActionSmash-shelf_5,0.1,agent_2-actionmoveto-timer_3
549,ActionObserveAgent-agent_1,0.9,ActionMoveToAttention-agent_1,0.5,ActionUnlock-timer_3-timer_3,0.1,agent_2-actiongrab-timer_3
550,ActionRotateTo-box_8,0.9,ActionEat-box_8,0.5,ActionShakeHead,0.1,agent_2-actionopen-box_8
551,ActionPointTo-box_8,0.9,ActionPlay-banana_7,0.5,ActionWaveHand,0.1,agent_2-actionspeak-hello!
552,ActionSpeak-Hello!,0.9,ActionPutInto-box_8-box_8,0.5,ActionNodHead,0.1,"agent_2-actionmoveto-[-182.0, 252.0]"
553,ActionMoveToAttention,0.9,ActionSmash-box_8,0.5,ActionGrab-box_8,0.1,agent_2-actionmoveto-box_8
554,ActionPointTo-banana_7,0.9,ActionPutOnto-box_8-box_8,0.5,ActionObserveAgent,0.1,"agent_2-actionmoveto-[-56.0, -504.0]"
555,ActionGrab-box_8,0.9,ActionShakeHead,0.5,ActionRotateTo-box_8,0.1,agent_2-actionpointto-key_5
556,ActionGiveTo-banana_7,0.9,ActionPutDown-box_8,0.5,ActionClose-box_8,0.1,agent_2-actionspeak-hello!
557,ActionPointTo-box_8,0.9,ActionWait,0.5,ActionPutOnto-box_8-box_8,0.1,"agent_2-actionmoveto-[644.0, -126.0]"
558,ActionMoveToAttention,0.9,ActionMoveToAttention,0.5,ActionWait,0.1,"agent_2-actionmoveto-[322.0, 294.0]"
559,ActionShakeHead-agent_2,0.9,ActionRotateTo-books_5,0.5,ActionPutInto-box_4-box_4,0.1,"agent_1-actionrotateto-[224.0, -210.0]"
560,ActionEat-timer_3,0.9,ActionMoveToAttention-agent_2,0.5,ActionFollowPointing-agent_2,0.1,agent_1-actionmoveto-box_4
561,ActionSpeak-Hello!,0.9,ActionWaveHand-agent_2,0.5,ActionWaveHand-agent_2,0.1,agent_1-actionopen-box_4
562,ActionMoveToAttention,0.9,ActionPutInto-table_4-table_4,0.5,ActionShakeHead,0.1,agent_1-actionrotateto-box_5
563,ActionUnlock-box_7-chess_9,0.9,ActionPointTo-chess_9,0.5,ActionEat-box_7,0.1,"agent_1-actionrotateto-[28.0, -168.0]"
564,ActionUnlock-box_7-box_7,0.9,ActionMoveToAttention,0.5,ActionShakeHead,0.1,agent_1-actionmoveto-box_5
565,ActionPutDown-box_5,0.9,ActionPlay-chess_9,0.5,ActionWaveHand,0.1,agent_1-actionopen-box_5
566,ActionPointTo-chess_9,0.9,ActionOpen-chess_9,0.5,ActionClose-table_4,0.1,agent_1-actionmoveto-box_7
567,ActionWait,0.9,ActionUnlock-table_4-chess_9,0.5,ActionSmash-table_4,0.1,agent_1-actionopen-box_7
568,ActionPerform-drink,0.9,ActionShakeHead-agent_2,0.5,ActionObserveAgent-agent_2,0.1,"agent_1-actionrotateto-[28.0, -588.0]"
569,ActionPutOnto-timer_6-chess_3,0.9,ActionFollowPointing-agent_2,0.5,ActionPutDown-box_4,0.1,"agent_1-actionrotateto-[364.0, -336.0]"
570,ActionPerform-eat,0.9,ActionGiveTo-timer_6-agent_2,0.5,ActionSmash-chess_3,0.1,agent_1-actionmoveto-box_4
571,ActionWaveHand-agent_2,0.9,ActionOpen-box_4,0.5,ActionGiveTo-box_4-agent_2,0.1,agent_1-actiongrab-box_4
572,ActionPointTo-box_4,0.9,ActionPerform-eat,0.5,ActionShakeHead-agent_2,0.1,agent_1-actiongiveto-box_4
573,ActionOpen-timer_6,0.9,ActionGiveTo-chess_3-agent_2,0.5,ActionMoveTo-agent_2,0.1,agent_1-actionopen-box_4
574,ActionMoveTo-agent_2,0.9,ActionPutOnto-chess_3-box_4,0.5,ActionRotateTo-agent_2,0.1,agent_1-actiongrab-chess_3
575,ActionPerform-drink,0.9,ActionSmash-chess_3,0.5,ActionNodHead-agent_2,0.1,agent_1-actionplay-chess_3
576,ActionPerform-drink,0.9,ActionPutInto-table_7-table_7,0.5,ActionPutOnto-table_7-banana_6,0.1,"agent_1-actionrotateto-[-434.0, 307.99999999999994]"
577,ActionNodHead-agent_2,0.9,ActionPutInto-table_7-banana_6,0.5,ActionPointTo-agent_2,0.1,agent_1-actionmoveto-cup_3
578,ActionSpeak-Thank you!,0.9,ActionGrab-cup_3,0.5,ActionEat-cup_3,0.1,agent_1-actiongrab-cup_3
579,ActionObserveAgent-agent_1,0.9,ActionRotateTo-XY,0.5,ActionMoveTo-XY,0.1,agent_2-actionmoveto-key_5
580,ActionMoveTo-key_5,0.9,ActionGrab-box_4,0.5,ActionPutDown-box_4,0.1,agent_2-actiongrab-key_5
581,ActionRotateTo-agent_1,0.9,ActionUnlock-key_5-dumbbell_6,0.5,ActionEat-box_4,0.1,agent_2-actionmoveto-box_4
582,ActionEat-box_4,0.9,ActionWait,0.5,ActionWait,0.1,agent_2-actionunlock-box_4
583,ActionShakeHead-agent_1,0.9,ActionSmash-key_5,0.5,ActionPutInto-key_5-box_4,0.1,agent_2-actionopen-box_4
584,ActionOpen-dumbbell_6,0.9,ActionPerform-drink,0.5,ActionShakeHead-agent_1,0.1,agent_2-actiongrab-chess_3
585,ActionPutOnto-chess_3-box_4,0.9,ActionShakeHead-agent_1,0.5,ActionGiveTo-dumbbell_6-agent_1,0.1,agent_2-actionpointto-chess_3
